title,appeared,type,rank,factCount,lastActivity,exampleCount,bookCount,paperCount,numberOfUsers,numberOfJobs,githubBigQuery.repos,wikipedia.dailyPageViews
G-code,1950,pl,406,55,2015,1,1,0,6865,0,107,1329
Genie,2008,pl,407,66,2009,4,1,2,280,0,17,52
QuickBASIC,1985,pl,408,47,2002,1,13,0,475,0,0,91
Maxima,1982,pl,409,58,2022,2,2,4,691,0,0,134
Thrift,2007,idl,410,86,2017,3,0,0,1626,0,3526,281
NATO phonetic alphabet,1956,notation,411,15,2001,0,0,0,66990,0,0,13394
AutoHotkey,2003,pl,412,107,2022,9,7,0,1761,0,1470,308
Classroom Object Oriented Language,1996,pl,413,109,2014,6,0,0,345,0,57,25
Turbo Pascal,1983,compiler,414,40,2002,3,0,0,1220,0,0,240
PL/0,1976,pl,415,84,2004,1,0,0,220,0,0,40
GW-BASIC,1983,pl,416,21,2002,0,0,0,1190,0,0,234
Homebrew,2009,packageManager,417,21,2022,0,0,0,56094,0,0,0
SETL,1969,pl,418,60,2004,3,7,11,191,0,0,34
LINQ,2007,queryLanguage,419,64,2007,1,35,0,940,0,0,184
JSON Schema,2010,dataValidationLanguage,420,71,2022,1,0,0,3369,0,0,0
Z notation,1974,notation,421,18,2001,0,0,0,1705,0,0,337
ECL,2000,pl,422,107,2023,4,1,0,1653,0,25,1
Falcon,2003,pl,423,54,2022,5,0,0,306,0,0,57
SaltStack,2011,pl,424,46,2022,1,1,0,28719,0,1680,0
ALGOL 68,1968,pl,425,45,2004,4,3,0,625,0,0,121
XBase++,1997,pl,426,106,2005,5,0,0,115,0,0,19
Netwide Assembler,1996,assembly,427,81,2022,3,0,0,606,0,0,117
Transact-SQL,1984,queryLanguage,428,69,2003,6,8,0,1515,0,0,299
v8,2008,vm,429,16,2022,0,0,0,30710,0,0,0
CLU,1975,pl,430,53,2001,3,1,5,331,0,0,62
Dc,1978,pl,431,103,2004,5,0,18,200,0,0,36
LiveCode,2001,pl,432,61,2022,4,9,0,321,0,0,60
COMTRAN,1957,pl,433,75,2006,1,0,0,2755,0,0,547
Pandas,2008,library,434,44,2017,1,3,0,1406,341,0,277
ASN.1,1984,idl,435,88,2016,3,0,0,2060,0,0,358
HHVM,2011,vm,436,34,2022,0,1,0,26990,0,0,136
wisp,2012,pl,437,119,2022,5,0,1,1381,0,23,0
ink,2015,esolang,438,62,2022,3,0,2,4453,0,0,0
ABC,1980,pl,439,56,2002,5,0,4,625,0,0,121
Ext4,2008,filesystem,440,17,2008,0,0,0,2145,0,0,425
DIAGRAM,1980,pl,441,50,2004,0,4,25,4925,0,0,981
Mercurial,2005,application,442,17,2005,0,0,0,1685,0,0,333
K,1993,pl,443,55,2022,7,0,1,585,0,0,113
YASnippet,2008,textMarkup,444,64,2022,4,0,0,3593,0,264,0
Scala.js,2013,pl,445,56,2022,2,0,3,5674,0,0,2
RStudio,2011,editor,446,21,2022,0,0,0,2056,0,0,407
Cap'n Proto,2013,idl,447,48,2022,0,0,0,11564,0,690,0
Squeak,1996,pl,448,44,2022,2,3,8,576,0,0,111
React Native,2015,library,449,40,2022,1,1,0,170206,0,0,0
PRQL,2022,queryLanguage,450,59,2022,4,0,0,4476,0,0,0
HyperCard,1987,pl,451,40,2001,0,12,6,975,0,0,191
Jython,2001,pl,452,47,2003,2,10,2,885,0,0,173
Natural Language Toolkit,2001,library,453,38,2022,0,4,0,19291,0,0,111
Bluespec,2000,pl,454,154,2015,3,0,0,345,0,51,25
Croc,2006,pl,455,153,2017,8,0,0,194,0,0,13
KaTeX,2013,textMarkup,456,37,2022,3,0,0,18724,0,0,0
EJS,2010,template,457,53,2022,2,0,0,6262,0,614,0
DBase,1979,application,458,42,2022,2,6,0,1046,0,0,205
S,1976,pl,459,29,2004,0,3,0,1426,0,0,281
True BASIC,1983,pl,460,54,2001,3,0,0,135,0,0,23
WxBasic,2002,pl,461,92,2004,3,0,0,45,0,0,5
Markwhen,2022,textMarkup,462,70,2023,1,0,0,2535,0,0,0
Stylus,2010,stylesheetLanguage,463,91,2022,4,0,0,391,0,344,24
Ion,2016,idl,464,141,2016,20,1,0,0,0,0,0
UrWeb,2008,pl,465,122,2022,3,0,0,1131,0,64,0
GAP,1986,pl,466,108,2022,4,3,0,1289,0,4082,1
Sather,1990,pl,467,68,2001,4,1,3,126,0,0,21
Vim script,1991,pl,468,138,2018,5,0,0,240,0,10963,4
FreeBASIC,2004,pl,469,45,2016,1,0,0,800,0,41,156
MMX instruction set,1997,isa,470,22,2002,0,2,0,1095,0,0,215
JScript,1996,pl,471,40,2003,2,5,0,956,0,0,187
Pygments,2006,library,472,24,2022,0,0,0,2288,0,0,0
Parrot,2002,vm,473,43,2016,1,0,0,550,0,121,66
Wolfram Mathematica,1988,editor,474,17,2002,0,0,0,1730,0,0,342
unison,2015,pl,475,54,2022,4,0,0,5176,0,0,0
CouchDB,2005,application,476,36,2022,0,3,0,9872,13,0,70
Pig Latin,2008,queryLanguage,477,104,2016,10,0,0,1326,0,606,211
TXL,1985,pl,478,134,2015,2,0,0,265,0,22,9
RMarkdown,2014,textMarkup,479,53,2022,1,2,0,5472,0,0,0
Graph Modeling Language,1997,application,480,84,2010,2,0,0,175,0,0,31
chrysaLisp,2015,pl,481,88,2022,1,0,0,1567,0,0,0
CIL,1994,pl,482,54,2004,3,3,4,446,0,0,85
EML,1974,textDataFormat,483,131,2018,3,0,0,975,0,0,151
starlark,2018,pl,484,82,2022,5,0,0,1708,0,1141,0
FASTQ,2000,textDataFormat,485,23,2009,2,0,0,2140,0,0,424
Numba,2012,compiler,486,30,2022,1,0,0,10558,0,0,0
Punched tape,1943,notation,487,18,2002,0,0,0,1000,0,0,196
Latte,2008,template,488,103,2022,1,3,0,1309,0,26,0
Smarty,2006,template,489,82,2022,2,4,0,586,0,17325,63
Nu,2007,pl,490,65,2017,4,0,0,290,0,375,14
Multics,1967,pl,491,21,2001,0,0,1,970,0,0,190
DTD,1996,grammarLanguage,492,43,2009,1,2,0,1195,0,0,235
Malbolge,1998,pl,493,33,2003,3,0,0,2025,0,0,401
Tiny BASIC,1975,pl,494,49,2002,1,0,0,760,0,0,148
Xtend,2011,pl,495,126,2014,4,3,0,321,0,834,20
ALGOL W,1966,pl,496,57,2003,3,1,0,165,0,0,29
IBM System z,2000,computingMachine,497,14,2018,0,0,0,1295,0,0,255
tornado,2009,template,498,38,2022,1,4,0,37044,0,0,0
JFlex,2003,grammarLanguage,499,125,2022,3,0,0,974,0,39,0
DTrace,2005,pl,500,122,2022,7,2,0,926,0,2080,141
Ragel,2007,pl,501,122,2022,5,0,0,373,0,317,29
AspectJ,2001,pl,502,189,2017,13,17,37,661,0,793,88
Caml,1985,pl,503,51,2005,3,4,2,441,0,0,84
Fortress,2004,pl,504,51,2006,4,0,6,291,0,0,54
PARI/GP,1985,pl,505,76,2022,4,0,0,231,0,0,42
jq,2012,queryLanguage,506,39,2022,1,0,0,26342,0,39,0
Pure Data,1996,pl,507,44,2022,1,0,0,706,0,914,137
TRS-80 Color Computer,1980,computingMachine,508,13,2002,0,0,0,1255,0,0,247
Max,1990,jsonFormat,509,44,2016,1,2,0,1246,0,1031,205
muPad,1997,pl,510,55,2018,0,10,0,366,0,71,29
HLSL,2002,pl,511,115,2017,2,8,0,640,0,1654,84
Unicon,2008,pl,512,75,2022,9,1,2,116,0,0,19
RDFa,2004,xmlFormat,513,25,2022,1,0,0,7116,0,0,1419
Ring,2016,pl,514,114,2017,4,2,6,431,0,3,42
HOPE,1978,pl,515,50,2004,7,0,0,145,0,0,25
Free Pascal,1997,pl,516,20,2004,0,0,0,655,0,0,127
XSLT,1998,xmlFormat,517,112,2018,3,24,0,200,0,32204,0
RPL,1984,pl,518,49,2022,3,3,0,280,0,0,52
Diff,1974,unixApplication,519,86,2018,2,0,0,1385,0,561,223
NL,1993,application,520,111,2010,1,0,0,75,0,0,11
mlir,2019,ir,521,60,2022,4,0,0,2460,0,30,0
Gosu,2002,pl,522,72,2017,4,1,0,726,0,539,101
OpenVera,2001,pl,523,72,2008,3,0,0,105,0,0,17
SIL,2012,ir,524,72,2012,4,0,0,1,0,0,0
mermaid,2014,textMarkup,525,36,2022,1,0,0,58958,0,0,0
High Level Assembly,2011,assembly,526,109,2011,3,0,0,291,0,0,54
commonmark,2014,textMarkup,527,21,2022,0,0,0,6270,0,0,0
Atmel AVR,1996,pl,528,16,2018,0,0,0,775,0,0,151
Eve,2016,pl,529,43,2022,3,0,0,7830,0,0,0
Cue,2018,dataNotation,530,52,2022,3,0,0,3714,0,0,0
Fennel,2016,pl,531,66,2022,7,0,0,1989,0,12,0
JCL,1964,pl,532,44,2003,1,7,0,795,0,0,155
RATFOR,1976,pl,533,44,2003,4,0,0,126,0,0,21
GLSL,1992,pl,534,58,2017,1,2,0,450,0,13882,46
Curry,1990,pl,535,58,2003,4,1,0,275,0,1,51
MusicXML,2004,pl,536,53,2004,1,0,0,370,0,0,70
Slash,2012,pl,537,165,2022,1,0,0,658,0,427,0
Enso,2015,pl,538,26,2022,0,0,0,6195,0,0,0
Luna,2015,pl,539,31,2022,0,0,1,6169,0,0,0
Golo,2012,pl,540,104,2022,9,0,0,1018,0,29,12
NSIS,2001,pl,541,136,2016,4,0,0,756,0,8095,97
Gerber Image,1980,application,542,54,2018,2,0,0,1600,0,0,276
Expect,1990,pl,543,69,2004,4,3,0,1011,0,0,198
BETA,1983,pl,544,69,2007,6,6,0,156,0,0,27
Action!,1983,pl,545,69,2004,3,1,0,95,0,0,15
TreeSheets,2019,visual,546,15,2022,0,0,0,2372,0,0,0
janet,2018,pl,547,53,2023,1,0,0,3224,0,0,0
AutoCAD DXF,1982,application,548,16,2001,0,0,0,1555,0,0,307
Ladder Logic,1994,pl,549,26,2002,1,0,0,2360,0,0,468
beef-lang,2019,pl,550,59,2022,2,0,0,2344,0,3,0
Hierarchical Data Format,1992,binaryDataFormat,551,19,2017,0,0,0,1541,0,0,304
Inno Setup,1997,pl,552,104,2006,1,0,0,490,0,3719,54
Dogescript,2013,pl,553,69,2022,4,0,0,1629,0,26,0
PL/M,1973,pl,554,51,2004,3,0,0,360,0,0,68
Cg,2003,pl,555,56,2012,3,5,0,965,0,0,189
LilyPond,1996,pl,556,56,2022,2,0,0,731,0,298,102
MPS,2010,grammarLanguage,557,33,2022,0,1,0,2306,0,0,39
PEG,2002,grammarLanguage,558,32,2004,2,0,0,955,0,0,187
FASTA,2004,textDataFormat,559,27,2011,1,0,0,2285,0,0,453
datascript,2014,queryLanguage,560,42,2022,3,0,0,5634,0,0,0
Shakespeare,1993,esolang,561,227,2007,3,1,0,521,0,0,100
QB64,2007,pl,562,46,2008,3,0,0,470,0,0,90
SWI Prolog,1987,pl,563,28,2023,0,0,0,1504,0,0,54
WDL,2012,pl,564,71,2022,3,0,0,1511,0,30,0
Korn shell,1983,pl,565,45,2022,3,0,0,2190,0,0,66
Imba,2014,pl,566,43,2022,1,0,0,6186,0,0,0
Koka,2012,pl,567,55,2022,6,0,0,2525,0,0,0
Closure Templates,2009,template,568,79,2022,4,0,0,1332,0,25,0
Altair BASIC,1975,pl,569,15,2001,0,0,0,825,0,0,161
Eagle,1988,application,570,66,2018,1,0,0,1105,0,2082,177
IGOR Pro,1993,pl,571,66,2018,3,0,0,415,0,80,39
PhyloXML,2009,xmlFormat,572,66,2009,2,0,0,51,0,0,6
CWL,2014,pl,573,92,2022,3,0,0,1065,0,75,0
RISC-V,2010,isa,574,52,2014,3,0,0,2140,0,0,424
UNLAMBDA,1999,pl,575,49,2002,4,2,0,226,0,0,41
gravity,2017,pl,576,45,2022,2,1,6,4656,0,0,0
Augmented Backus-Naur Form,2008,grammarLanguage,577,253,2016,4,0,0,475,0,0,51
Java EE version history,1998,pl,578,54,2007,1,0,0,240,0,0,44
Ron,2015,dataNotation,579,56,2022,4,0,0,2340,0,0,0
Zip file format,1989,binaryDataFormat,580,10,1989,0,0,0,4550,0,0,906
EBNF,1977,grammarLanguage,581,68,2016,4,0,0,1490,0,0,244
SourcePawn,2014,pl,582,140,2022,3,0,0,599,0,9023,0
Textile,2002,textMarkup,583,53,2022,2,0,0,1129,0,0,141
Java Properties,1995,dataNotation,584,76,2018,4,0,0,1245,0,0,205
OpenLisp,1988,pl,585,40,2012,1,0,0,95,0,0,15
Blitz3D,2001,pl,586,93,2008,3,0,0,75,0,0,11
Ren'Py,2004,pl,587,103,2018,3,0,0,870,0,49,130
Commodore BASIC,1977,pl,588,16,2003,0,0,0,820,0,0,160
Taichi,2019,pl,589,35,2022,3,0,0,26221,0,0,0
PIR,2006,pl,590,47,2016,2,0,0,270,0,0,10
LPC,1995,pl,591,47,2017,4,0,1,256,0,0,47
Xtext,2006,grammarLanguage,592,61,2022,3,3,0,1713,0,0,31
Reia,2008,pl,593,101,2022,3,0,0,899,0,0,0
carp,2016,pl,594,43,2022,4,0,2,5046,0,0,0
GAMS,1988,pl,595,52,2022,1,4,0,1,0,0,0
CWEB,1987,textMarkup,596,90,2002,2,0,0,176,0,53,31
.dwg,1982,binaryDataFormat,597,15,2004,0,0,0,1860,0,0,368
Euphoria,1993,pl,598,89,2022,6,0,0,256,0,47,25
dynamo-visual-language,2011,visual,599,24,2022,0,0,0,3924,0,0,0
Hjson,2014,dataNotation,600,51,2022,4,0,0,2593,0,0,0
BBCode,1998,textMarkup,601,30,2004,1,0,0,1810,0,0,358
ExFAT,2006,filesystem,602,16,2006,0,0,0,3760,0,0,748
Microsoft Small Basic,2008,pl,603,36,2022,1,0,0,536,0,0,103
Guile,1993,pl,604,36,2005,3,0,0,376,0,0,71
GeoJSON,2008,jsonFormat,605,59,2022,1,0,0,1696,0,0,335
Argdown,2014,textMarkup,606,121,2022,4,0,0,645,0,0,0
Velocity,2003,template,607,50,2005,3,2,2,481,0,0,82
Qualcomm Hexagon,2006,assembly,608,24,2018,1,0,0,1626,10,0,117
RoboMind,2005,pl,609,45,2022,2,0,0,106,0,0,17
RUNOFF,1965,textMarkup,610,353,2018,1,0,1,200,0,7,0
Jule,2021,pl,611,353,2022,62,0,0,84,0,0,0
Aith,2020,pl,612,353,2022,1,0,0,43,0,0,0
MDX,2017,textMarkup,613,35,2022,1,1,0,16679,0,0,0
IMAP,1986,protocol,614,15,1986,0,1,0,3505,0,0,697
Dockerfile,2013,pl,615,84,2017,3,0,0,201,0,26335,0
CFML,1995,pl,616,42,2004,2,3,0,546,0,0,105
KiXtart,1991,pl,617,42,2022,3,0,0,156,0,0,27
Pizza,2001,pl,618,49,2004,16,1,0,241,0,0,44
NewtonScript,1993,pl,619,49,2002,2,3,0,100,0,0,16
DDML,1999,xmlFormat,620,346,1999,1,0,0,45,0,0,5
AssemblyScript,2017,pl,621,35,2022,1,0,0,15970,0,0,0
Information Presentation Facility,1997,pl,622,58,2006,2,0,0,105,0,0,17
Manim,2015,framework,623,34,2023,0,0,0,23655,0,0,0
Velato,2009,esolang,624,334,2009,3,0,0,0,0,0,0
Emojicode,2016,pl,625,45,2022,2,2,0,3247,0,0,0
Rust MIR,2016,ir,626,82,2022,3,0,0,1,0,0,0
Plain English,2018,pl,627,306,2018,1,0,0,1,0,0,0
PIC microcontroller,1975,pl,628,16,2018,0,0,0,710,0,0,138
LotusScript,1996,pl,629,44,2003,2,6,0,165,0,0,29
DRAKON,1996,pl,630,32,2022,1,0,0,1112,0,0,130
Microsoft Macro Assembler,1981,assembly,631,17,2004,0,0,0,701,0,0,136
PyTorch,2016,library,632,31,2022,0,0,0,107673,0,0,594
Keras,2015,library,633,30,2022,0,0,0,115390,0,0,486
SubRip Text,2005,application,634,265,2016,2,0,0,200,0,0,0
beads-lang,2016,pl,635,261,2016,3,0,0,1,0,0,0
Jekyll,2008,application,636,21,2022,0,0,0,74748,0,0,0
Yes It Is,2006,framework,637,32,2022,0,0,0,35526,0,0,107
LyX,1995,editor,638,21,2022,0,0,0,671,0,0,130
JADE,1996,pl,639,56,2005,6,4,0,490,0,0,84
Pharo,2008,pl,640,56,2022,3,2,7,381,0,0,72
flowchart.fun,2021,textMarkup,641,18,2022,0,0,0,3084,0,0,0
Svelte,2019,pl,642,23,2022,1,0,0,70695,0,0,0
PROMETHEUS,2012,pl,643,20,2023,0,0,0,69466,0,0,0
Glyph Bitmap Distribution Format,1988,application,644,253,2018,2,0,0,385,0,0,33
Mirah,2009,pl,645,64,2022,2,1,0,1341,0,43,12
Ghostscript,1988,pl,646,17,2002,0,0,0,1080,0,0,212
Sqlalchemy,2006,queryLanguage,647,26,2022,1,4,0,65022,0,0,0
CPL,1963,pl,648,38,2001,1,1,2,310,0,0,58
Modula,1975,pl,649,38,2002,0,13,0,205,0,0,37
FFmpeg,2000,application,650,16,2023,0,0,0,64706,0,0,0
Asm.js,2013,ir,651,31,2022,1,0,0,901,0,0,176
Microdata HTML,2013,schema,652,86,2013,1,0,0,880,0,0,172
BlitzPlus,2003,pl,653,78,2010,1,0,0,25,0,0,1
Bel,2019,pl,654,78,2019,12,0,0,1,0,0,0
ACT-III,1956,pl,655,43,2005,2,0,0,205,0,0,37
Papyrus,2015,pl,656,40,2017,1,0,0,4560,0,79,868
Clarion,1986,pl,657,76,2022,3,2,0,546,0,278,65
gogs-editor,2014,editor,658,21,2022,0,0,0,55191,0,0,0
VRML,1994,pl,659,36,2002,2,5,0,870,0,0,170
tldr,2013,application,660,20,2022,0,0,0,48769,0,0,0
progsbase,2018,pl,661,74,2022,0,1,0,1001,0,0,0
CSV,1972,dataNotation,662,33,2004,2,0,0,300,0,0,56
X PixMap,1989,application,663,75,2018,2,0,0,560,0,0,68
Spin,2006,pl,664,216,2018,3,0,0,200,0,129,0
XeTeX,2004,textMarkup,665,46,2004,2,0,0,586,0,0,113
SQLPL,2009,pl,666,46,2016,1,0,0,370,0,5147,30
ThinBasic,2004,pl,667,46,2015,3,0,0,95,0,0,15
Readable,2018,textMarkup,668,214,2021,1,4,0,12,0,0,0
KML,2007,xmlFormat,669,33,2007,1,1,0,1440,0,0,284
ARexx,1987,pl,670,39,2005,3,1,0,135,0,0,23
CLOS,1988,pl,671,39,2007,3,3,0,70,0,0,10
X BitMap,1989,application,672,74,2018,2,0,0,565,0,0,69
PAWN,2006,pl,673,88,2022,4,2,0,785,0,502,0
Alice,2000,pl,674,37,2006,2,6,0,261,0,0,48
emberjs-framework,2011,framework,675,22,2022,0,0,0,35078,0,0,0
Uno,2002,pl,676,196,2022,1,0,0,337,0,37,0
Futhark,2013,pl,677,48,2022,0,0,0,2212,0,107,0
CSON,2011,dataNotation,678,54,2022,2,0,0,1682,0,2,0
JSON-stat,2011,jsonFormat,679,191,2022,1,0,0,26,0,0,0
ALGOL 58,1958,pl,680,17,2004,0,0,0,410,0,0,78
QR code,1994,barCodeFormat,681,12,1994,0,0,0,32095,0,0,6415
JAI,2014,pl,682,55,2022,6,0,0,1562,0,0,7
Nial,1981,pl,683,45,2001,3,1,0,125,0,0,21
mochajs,2011,library,684,22,2022,0,0,0,30323,0,0,0
Godot,2014,library,685,23,2022,0,0,0,1401,0,0,276
S3,1986,pl,686,72,2007,2,0,0,60,0,0,8
CodeQL,2018,queryLanguage,687,35,2022,1,0,0,8304,0,25,0
Yoix,2000,pl,688,183,2005,5,0,0,65,0,0,9
Vcpkg,2016,packageManager,689,13,2022,0,0,0,29850,0,0,0
Bazel,2015,application,690,28,2022,0,0,0,29776,0,0,96
mgmt,2015,pl,691,40,2022,3,2,0,3781,0,0,0
Varnish Configuration Language,2006,application,692,181,2017,2,0,0,200,0,428,0
Simple Binary Encoding,2013,pl,693,17,2023,0,0,0,29189,0,0,0
Felix,2001,pl,694,82,2022,14,0,0,819,0,0,0
Ext3,2001,filesystem,695,16,2002,0,0,0,975,0,0,191
kaitai,2016,idl,696,41,2022,1,0,0,3504,0,0,0
MBASIC,1983,pl,697,19,2004,0,2,0,475,0,0,91
Troff,1973,textMarkup,698,30,2001,1,1,0,541,0,0,94
JavaCC,1996,grammarLanguage,699,25,2018,0,0,0,784,5,0,47
FLOW-MATIC,1955,pl,700,41,2002,1,0,0,425,0,0,81
mustache,2009,template,701,40,2022,1,0,0,3677,0,616,0
Roslyn compiler,2009,compiler,702,19,2022,0,0,0,27009,0,0,-1
Slope,2021,pl,703,70,2021,14,0,0,1001,0,0,0
NetLinx,2007,pl,704,179,2018,4,0,0,290,0,25,14
Concise Encoding,2018,dataNotation,705,179,2022,12,0,0,242,0,0,0
blockml,2014,textMarkup,706,179,2022,3,0,0,9,0,0,0
Jakt,2022,pl,707,47,2022,4,0,0,2182,0,0,0
BNF,1956,grammarLanguage,708,41,1956,1,0,0,2460,0,0,488
Shapefile,1995,binaryDataFormat,709,16,2005,0,0,0,2455,0,0,487
chatterbot,2014,library,710,25,2022,0,1,0,24659,0,0,0
Fuzzy Markup Language,2004,xmlFormat,711,174,2012,1,0,0,85,0,0,13
Project Jupyter,2014,editor,712,21,2022,0,0,0,2406,0,0,477
USB,1996,standard,713,7,1996,0,0,0,24430,0,0,4882
P4,2014,pl,714,93,2022,4,0,0,666,0,38,89
Nushell,2019,pl,715,16,2022,0,0,0,24222,0,0,0
FIGlet Font,1991,application,716,172,2018,1,0,0,200,0,0,0
Curl,1998,pl,717,40,2022,1,2,0,571,0,0,110
Visual Prolog,1996,pl,718,40,2018,1,0,0,210,0,0,38
GML,1969,xmlFormat,719,40,2005,2,3,2,135,0,0,23
Aldor,1990,pl,720,69,2022,3,0,0,81,0,0,12
micro-editor,2016,editor,721,18,2022,0,0,0,22815,0,0,0
mavo,2015,template,722,41,2022,1,0,0,3155,0,0,0
Mathcad,1986,pl,723,30,2005,0,7,0,926,0,0,181
Joy,2001,pl,724,37,2003,1,4,0,260,0,0,48
QMake,2002,pl,725,51,2007,2,0,0,375,0,17519,31
ProvideX,1992,pl,726,51,2005,3,0,0,110,0,0,18
dgraph,2015,application,727,20,2022,0,0,0,22287,0,0,0
XProc,1990,pl,728,68,2018,2,1,0,500,0,223,56
Cobra,2006,pl,729,68,2022,4,1,0,431,0,0,82
jasmine,2008,library,730,21,2022,0,0,0,22184,0,0,0
onnx,2017,binaryDataFormat,731,25,2022,0,0,0,21274,0,0,0
HDMI,2002,standard,732,11,2002,0,0,0,21185,0,0,4233
Apache Hbase,2008,application,733,26,2022,0,2,0,14552,65,0,106
Cyclone,2001,pl,734,43,2002,2,1,0,236,0,0,43
Lisaac,2003,pl,735,43,2003,2,0,0,1,0,0,0
Tiny C Compiler,2001,compiler,736,27,2022,0,0,0,2301,0,0,97
SymPy,2007,library,737,18,2022,0,0,0,20427,0,0,0
UTC,1960,timeFormat,738,10,1960,0,0,0,19765,0,0,3949
Advanced Message Queuing Protocol,2003,protocol,739,17,2006,0,0,0,2250,0,0,446
Scoop,2013,packageManager,740,19,2022,0,0,0,19574,0,0,0
Pick operating system,1970,os,741,17,2004,0,0,0,595,0,0,115
TI MSP430,2009,isa,742,25,2009,0,7,0,1225,0,0,241
PgBouncer,2007,application,743,19,2022,0,0,0,19046,0,0,0
LookML,2012,pl,744,153,2018,4,0,0,201,0,185,0
Asymptote,2004,application,745,67,2005,2,2,0,205,0,25,37
Rockstar,2018,esolang,746,67,2022,3,0,0,71,0,0,0
Mindsdb,2018,application,747,18,2023,0,0,0,17602,0,0,0
JSFuck,2012,esolang,748,151,2022,1,0,0,22,0,0,0
cloc,2006,application,749,17,2022,0,0,0,16813,0,0,0
Angelscript,2003,pl,750,146,2018,6,0,0,366,0,286,29
Dojo,2005,pl,751,15,2005,0,0,0,16672,0,0,0
Iterm2,1996,application,752,20,2022,0,0,0,16642,0,0,84
Apex,2007,pl,753,145,2018,4,19,0,201,0,778,0
Triton,2021,pl,754,36,2022,1,0,0,4794,0,0,0
Pop-11,1999,pl,755,35,2004,1,0,0,110,0,0,18
Z shell,1990,pl,756,55,2022,3,0,0,1326,0,0,261
MQL5,2005,pl,757,111,2016,3,6,0,480,0,38,52
JMP,1989,application,758,16,2022,0,0,0,1154,0,0,174
GIF,1987,binaryDataFormat,759,11,1987,0,0,0,15090,0,0,3014
Volt,2011,pl,760,142,2022,3,0,0,365,0,351,0
CoNLL-U,2014,application,761,142,2018,1,0,0,200,0,0,0
mal,2014,interpreter,762,15,2022,0,0,0,14998,0,0,0
BBC BASIC,1981,pl,763,33,2002,3,0,0,335,0,0,63
DisplayPort,2006,standard,764,6,2006,0,0,0,14770,0,0,2950
DM,1994,pl,765,141,2016,5,1,0,201,0,394,0
Karel,1981,pl,766,65,2005,3,10,0,475,0,0,91
JSONiq,2011,queryLanguage,767,65,2016,9,0,0,251,0,423,6
wasmer,2018,vm,768,18,2022,0,0,0,14140,0,0,0
Prism,2012,library,769,23,2022,0,0,0,14079,0,0,0
chaiscript,2009,pl,770,38,2022,1,0,0,3485,0,0,0
DIGITAL Command Language,1997,pl,771,48,2004,2,0,0,215,0,3829,39
capybara,2009,library,772,19,2022,0,0,0,13847,0,0,0
Linden Scripting Language,2003,pl,773,138,2017,9,0,0,200,0,397,0
Tea,1997,pl,774,64,2015,7,0,0,291,0,15,14
Kubernetes,2014,application,775,8,2014,0,0,0,13820,0,0,2560
Ant Build System,2000,application,776,137,2014,1,0,0,201,0,0,0
NCAR Command Language,1994,pl,777,94,2022,4,0,0,572,0,64,0
GNU Assembler,1986,compiler,778,41,2016,1,0,0,555,0,0,97
gridstudio-editor,2018,editor,779,19,2022,0,0,0,13295,0,0,0
J#,2002,pl,780,40,2004,2,0,0,791,0,0,154
fay,2012,pl,781,49,2022,1,0,0,1543,0,0,0
GDScript,2008,pl,782,135,2018,9,0,0,201,0,681,0
F Prime,2017,library,783,18,2022,0,0,0,12404,0,0,0
BeanShell,1999,pl,784,47,2022,3,3,0,241,0,0,44
FutureBASIC,1992,pl,785,47,2016,3,0,0,75,0,0,11
Eclipse Command Language,2008,pl,786,133,2018,4,0,0,200,0,24,0
GOLD,2012,grammarLanguage,787,62,2022,2,0,0,91,0,0,14
CSS Doodle,2017,pl,788,35,2022,1,0,0,5063,0,0,0
PowerBASIC,1989,pl,789,37,2002,3,0,0,235,0,0,43
PIC,1988,textMarkup,790,130,2018,3,72,0,225,0,0,1
Turbo Basic,1987,pl,791,33,2002,3,0,0,80,0,0,12
Kakoune,2011,editor,792,14,2022,0,0,0,10514,0,0,0
ShaderLab,2000,pl,793,129,2017,3,0,0,200,0,1210,0
dat-protocol,2013,protocol,794,20,2022,0,0,0,9719,0,0,0
Filebench WML,2011,pl,795,92,2022,3,0,0,547,0,19,0
Cloud Firestore Security Rules,2017,application,796,128,2018,1,0,0,200,0,0,0
BPEL,2001,xmlFormat,797,29,2003,0,8,0,600,0,0,116
Meson,2013,pl,798,46,2018,1,0,0,535,0,1153,63
docopt,2012,pl,799,22,2022,0,0,0,9323,0,0,0
xsv-app,2014,application,800,12,2022,0,0,0,9277,0,0,0
Vimwiki,2008,wikiMarkup,801,21,2022,1,0,0,9204,0,0,0
TSV,1993,dataNotation,802,29,2005,1,0,0,1015,0,0,199
Nix,2003,packageManager,803,127,2017,2,0,0,200,0,2673,0
Dartmouth BASIC,1964,pl,804,29,2004,1,0,0,230,0,0,42
sizzle,2008,queryLanguage,805,22,2022,0,2,0,9096,0,0,0
Up-arrow notation,1976,notation,806,16,1976,1,0,0,1765,0,0,349
RetDec,2017,decompiler,807,17,2022,0,0,0,9061,0,0,0
Desmos,2011,pl,808,14,2022,0,0,0,8918,0,0,0
MD5,1991,hashFunction,809,11,1991,0,0,0,8785,0,0,1753
DNS Zone,2001,application,810,45,2017,2,0,0,1690,0,0,294
4G,2013,standard,811,9,2013,0,0,0,8710,0,0,1738
edgedb,2017,database,812,19,2022,0,0,0,8666,0,0,0
Ext2,1993,filesystem,813,19,2002,0,1,0,725,0,0,141
